CAMPUS,CD000AA11219R,CD000ABI1219R,CD000AR11219R,CD000AUS1219R,CD200AA11219R,CD200ABI1219R,CD200AR11219R,CD200AUS1219R,CD300AA11219R,CD300ABI1219R,CD300AR11219R,CD300AUS1219R,CD400AA11219R,CD400ABI1219R,CD400AR11219R,CD400AUS1219R,CDA00AA11219R,CDA00ABI1219R,CDA00AR11219R,CDA00AUS1219R,CDB00AA11219R,CDB00ABI1219R,CDB00AR11219R,CDB00AUS1219R,CDE00AA11219R,CDE00ABI1219R,CDE00AR11219R,CDE00AUS1219R,CDF00AA11219R,CDF00ABI1219R,CDF00AR11219R,CDF00AUS1219R,CDH00AA11219R,CDH00ABI1219R,CDH00AR11219R,CDH00AUS1219R,CDI00AA11219R,CDI00ABI1219R,CDI00AR11219R,CDI00AUS1219R,CDL00AA11219R,CDL00ABI1219R,CDL00AR11219R,CDL00AUS1219R,CDM00AA11219R,CDM00ABI1219R,CDM00AR11219R,CDM00AUS1219R,CDR00AA11219R,CDR00ABI1219R,CDR00AR11219R,CDR00AUS1219R,CDS00AA11219R,CDS00ABI1219R,CDS00AR11219R,CDS00AUS1219R,CDW00AA11219R,CDW00ABI1219R,CDW00AR11219R,CDW00AUS1219R,CNC00AA11219R,CNC00ABI1219R,CNC00AR11219R,CNC00AUS1219R,CNM00AA11219R,CNM00ABI1219R,CNM00AR11219R,CNM00AUS1219R,CNS00AA11219R,CNS00ABI1219R,CNS00AR11219R,CNS00AUS1219R
'079907042,100,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,94,.,.,.,93,.,.,.,96,.,.,.,97,.,.,.,94,.,.,.,.,.,.,.,-1,.,.,.,90,.,.,.,89,.,.,.,-1,.,.,.,-1,.,.,.,100,.,.,.,75,.,.,.,.,.,.,.
'079907043,100,.,.,.,.,.,.,.,99,.,.,.,.,.,.,.,99,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.,-1,.,.,.,98,.,.,.,100,.,.,.,-1,.,.,.,100,.,.,.,99,.,.,.,100,.,.,.,.,.,.,.
'079907044,100,.,.,.,100,.,.,.,99,-1,-1,.,.,.,.,.,94,100,-1,.,85,.,.,.,80,.,.,.,91,-1,.,.,87,-1,.,.,-1,.,.,.,.,.,.,.,96,-1,-1,.,93,.,.,.,-1,.,.,.,95,.,.,.,94,-1,-1,.,89,-1,.,.,.,.,.,.
'079907045,100,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.,99,.,.,.,-1,.,.,.,100,.,.,.,98,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,100,.,.,.,100,.,.,.,-1,.,.,.,95,.,.,.,99,.,.,.,100,.,.,.,.,.,.,.
'079907046,86,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,87,.,.,.,90,.,.,.,89,.,.,.,88,.,.,.,84,.,.,.,.,.,.,.,60,.,.,.,85,.,.,.,65,.,.,.,.,.,.,.,.,.,.,.,88,.,.,.,83,.,.,.,.,.,.,.
'079907047,73,.,.,.,.,.,.,.,79,-1,.,.,.,.,.,.,75,-1,.,.,71,.,.,.,77,-1,.,.,73,.,.,.,73,.,.,.,-1,.,.,.,-1,.,.,.,76,-1,.,.,67,-1,.,.,-1,.,.,.,80,.,.,.,75,-1,.,.,73,.,.,.,-1,.,.,.
'079907048,95,.,.,.,-1,.,.,.,100,.,.,.,.,.,.,.,94,.,.,.,91,.,.,.,93,.,.,.,94,.,.,.,95,.,.,.,.,.,.,.,-1,.,.,.,94,.,.,.,82,.,.,.,-1,.,.,.,-1,.,.,.,97,.,.,.,85,.,.,.,-1,.,.,.
'079907049,100,.,.,.,-1,.,.,.,100,.,.,.,.,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,100,.,.,.,-1,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.
'079907050,100,.,.,.,-1,.,.,.,100,.,.,.,-1,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,100,.,.,.,-1,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,-1,.,.,.
'079907051,100,.,.,.,100,.,.,.,100,100,-1,.,.,.,.,.,100,100,-1,.,100,.,.,.,100,.,.,.,100,-1,-1,.,100,.,.,.,-1,.,.,.,-1,.,.,.,100,-1,.,.,100,.,.,.,-1,.,.,.,100,.,.,.,100,100,-1,.,100,.,.,.,.,.,.,.
'079907052,-1,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.,100,-1,.,.,100,.,.,.,100,-1,.,.,100,.,.,.,100,-1,.,.,.,.,.,.,.,.,.,.,100,-1,.,.,100,-1,.,.,.,.,.,.,100,.,.,.,100,.,.,.,100,-1,.,.,-1,.,.,.
'079907053,89,.,.,.,-1,.,.,.,97,.,.,.,.,.,.,.,92,.,.,.,91,.,.,.,91,.,.,.,94,.,.,.,91,.,.,.,.,.,.,.,-1,.,.,.,91,.,.,.,92,.,.,.,.,.,.,.,100,.,.,.,92,.,.,.,93,.,.,.,-1,.,.,.
'079907054,89,.,.,.,100,.,.,.,97,.,.,.,.,.,.,.,97,.,.,.,97,.,.,.,98,.,.,.,99,.,.,.,96,.,.,.,.,.,.,.,.,.,.,.,96,.,.,.,94,.,.,.,-1,.,.,.,98,.,.,.,97,.,.,.,100,.,.,.,-1,.,.,.
'079907055,-1,.,.,.,75,.,.,.,93,.,.,.,.,.,.,.,85,.,.,.,71,.,.,.,78,.,.,.,88,.,.,.,81,.,.,.,.,.,.,.,.,.,.,.,82,.,.,.,-1,.,.,.,-1,.,.,.,88,.,.,.,84,.,.,.,89,.,.,.,-1,.,.,.
'079907101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907109,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907112,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907113,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907114,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907117,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907118,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907120,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907121,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907122,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907123,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907124,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907127,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907128,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907129,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907130,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907131,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907132,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907133,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907134,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907135,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907136,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907137,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907138,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907139,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907140,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907141,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907142,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907144,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907145,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907146,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907147,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907148,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907149,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907150,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907151,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907152,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907153,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907154,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907155,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907157,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079907158,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079910001,56,30,34,27,57,63,67,-1,80,93,67,65,-1,-1,-1,.,48,44,42,62,48,43,43,70,46,41,42,60,58,48,54,64,46,40,38,52,.,.,-1,-1,52,19,28,17,38,40,30,59,40,26,26,39,19,10,5,29,-1,60,40,81,50,46,47,61,44,39,34,64,-1,-1,-1,-1
'079910041,100,.,.,.,-1,.,.,.,100,.,.,.,.,.,.,.,96,.,.,.,92,.,.,.,95,.,.,.,98,.,.,.,98,.,.,.,-1,.,.,.,100,.,.,.,93,.,.,.,92,.,.,.,-1,.,.,.,-1,.,.,.,97,.,.,.,94,.,.,.,-1,.,.,.
'079910101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079910102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'079910103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'080901001,40,20,15,25,-1,-1,80,60,-1,-1,-1,-1,.,.,.,.,47,53,53,65,0,10,33,54,40,43,45,56,63,59,71,64,50,47,41,44,.,.,.,.,20,0,0,0,33,47,40,66,24,24,31,40,10,10,13,18,50,58,58,74,51,56,56,68,36,47,46,55,-1,-1,33,-1
'080901041,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,94,.,.,.,-1,.,.,.,100,.,.,.,90,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,-1,.,.,.,.,.,.,.,100,.,.,.,94,.,.,.,-1,.,.,.,.,.,.,.
'080901103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'081902002,67,20,58,-1,-1,-1,-1,100,-1,-1,-1,-1,.,.,.,.,58,70,84,90,36,47,70,67,50,61,77,83,71,75,91,90,61,56,84,88,.,-1,.,-1,57,20,29,-1,48,65,78,90,45,50,73,63,20,44,33,18,62,84,88,94,54,69,84,92,67,74,82,78,.,.,.,.
'081902041,-1,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,74,.,.,.,-1,.,.,.,80,.,.,.,79,.,.,.,80,.,.,.,.,.,.,.,.,.,.,.,70,.,.,.,70,.,.,.,.,.,.,.,71,.,.,.,71,.,.,.,88,.,.,.,.,.,.,.
'081902043,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'081902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'081904001,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,78,75,64,87,67,67,36,80,76,67,61,79,82,71,68,81,91,72,69,87,.,.,.,.,.,.,.,-1,72,79,58,91,62,48,42,72,27,22,29,50,72,78,67,89,76,72,62,88,85,82,70,85,-1,-1,-1,-1
'081904003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,-1,-1,43,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,0,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.
'081904041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'081904102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'081905002,.,-1,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,56,50,36,90,-1,60,-1,-1,35,32,20,92,58,58,64,92,40,14,20,-1,-1,-1,-1,.,.,.,.,.,54,44,18,88,33,20,17,-1,-1,-1,13,-1,57,57,35,88,65,47,38,88,38,56,30,100,.,.,.,.
'081905041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'081905102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'081906101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'082902001,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,23,58,34,52,.,.,.,.,25,53,33,49,20,53,37,45,24,54,31,47,.,.,.,.,-1,-1,-1,-1,25,63,32,58,19,51,24,40,15,18,8,10,-1,100,75,80,24,61,36,52,21,50,27,54,.,.,.,.
